ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
IE00B44Z5B48,A1JJTC,"SPDR MSCI ACWI DLUHA UC.E",ETFs,"ETFs Welt"
IE00B4556L06,A1KWPT,"ISHARES PHYS.MET.O.END ZT",ETFs,"ETFs Rohstoffe ETCs"
IE00B459R192,A1JJTL,"SPDR BARCLAYS CAPITAL US AGGRE. BOND",ETFs,"ETFs Sonstige Bonds"
IE00B4613386,A1JJTV,"SPDR B.B.EM.LOC.BD UETF D",ETFs,"ETFs Sonstige Bonds"
IE00B466KX20,A1JJTG,"SPDR MSCI EM ASIA ETF",ETFs,"ETFs Asien"
IE00B4694Z11,A1JJTS,"SPDR B.B.LS C.B.U.ETF",ETFs,"ETFs Europa Bonds"
IE00B469F816,A1JJTE,"SPDR MSCI EMERG.MRKT. TECHNO.",ETFs,"ETFs Emerging Markets"
IE00B46G8275,A1H8BN,"HSBC MSCI INDONES. UC.ETF",ETFs,"ETFs Asien"
IE00B48X4842,A1JJTF,"SPDR MSCI EMERG.MRKT. SMALL CAP TECHNO.",ETFs,"ETFs Emerging Markets"
IE00B4JNQZ49,A142NY,"ISHSV-S+P500 FIN.SECT.DLA",ETFs,"ETFs Branchen"
IE00B4K48X80,A0RPWG,"ISHARES MSCI EUROPE (ACC)",ETFs,"ETFs Europa Gesamt"
IE00B4K6B022,A0YF4H,"HSBC EURO STOXX 50 UC.ETF",ETFs,"ETFs Europa Gesamt"
IE00B4KBBD01,A142N3,"ISHSV-S+P500 UT.SECT.DL A",ETFs,"ETFs Branchen"
IE00B4L5Y983,A0RPWH,"ISHARES MSCI WORLD (ACC)",ETFs,"ETFs Welt"
IE00B4L5YC18,A0RPWJ,"ISHSIII-MSCI EM USD(ACC)",ETFs,"ETFs Emerging Markets"
IE00B4L5YX21,A0RPWL,"ISHSIII-C.MSCI JP.IMI DLA",ETFs,"ETFs Asien"
IE00B4L5ZG21,A0RPWN,"ISHSIII-EO C.B.EX-F.EODIS",ETFs,"ETFs Europa Bonds"
IE00B4L5ZY03,A0RPWP,"ISHSIII-EO CBX-F1-5YR EOD",ETFs,"ETFs Europa Bonds"
IE00B4L60045,A0RPWQ,"ISHSIII-EO C.BD 1-5YR EOD",ETFs,"ETFs Europa Bonds"
IE00B4L60H17,A0RPWR,"ISHSIII-LS C.BD X-FIN.LSD",ETFs,"ETFs Europa Bonds"
IE00B4LHWP62,A1KWPS,"ISHARES PHYS.MET.O.END ZT",ETFs,"ETFs Rohstoffe ETCs"
IE00B4LJS984,A1KX37,"INVESC.PHYS.MKT.ETC00 XPD",ETFs,"ETFs DAX"
IE00B4LN9N13,A142N0,"ISHARES S&P INDUSTRIALS",ETFs,"ETFs Branchen"
IE00B4M7GH52,A1H5UP,"ISHSV-MSCI POLAND DL ACC",ETFs,"ETFs Europa Gesamt"
IE00B4MCHD36,A142NV,"ISHSV-S+P500C.D.SECT.DL A",ETFs,"ETFs Nordamerika"
IE00B4MKCJ84,A142N2,"ISHSV-S+P500MAT.SECT.DL A",ETFs,"ETFs Branchen"
IE00B4NCWG09,A1KWPR,"ISHARES PHYS.MET.O.END ZT",ETFs,"ETFs Rohstoffe ETCs"
IE00B4ND3602,A1KWPQ,"ISHARES PHYSICAL GOLD",ETFs,"ETFs Rohstoffe ETCs"
IE00B4PY7Y77,A1H5UN,"ISHSII-DLHY CORP BD DLDIS",ETFs,"ETFs Sonstige Bonds"
IE00B4QNHH68,A0X895,"L+G-L+G DAX DAILY 2X LONG",ETFs,"ETFs DAX"
IE00B4QNHZ41,A0X896,"L+G-L+G DAX D.2X SHORT",ETFs,"ETFs DAX"
IE00B4TS3815,A1H8BL,"HSBC MSCI EM L.AM. UC.ETF",ETFs,"ETFs Emerging Markets"
IE00B4WPHX27,A1CXBU,"L+G-L.DATED A.COMM.U.ETF",ETFs,"ETFs DAX"
IE00B4WXJD03,A0RL8Z,"ISHSIII-MSCI P.EX-J.DLDIS",ETFs,"ETFs Asien"
IE00B4WXJG34,A0RL81,"ISHSIII-EO GB.5-7YR EODIS",ETFs,"ETFs Europa Bonds"
IE00B4WXJH41,A0RL82,"ISHSIII-EO GB.10-15YR EOD",ETFs,"ETFs Europa Bonds"
IE00B4WXJJ64,A0RL83,"ISHSIII-C.EO GOV. B.EODIS",ETFs,"ETFs Europa Bonds"
IE00B4WXJK79,A0RL84,"ISHSIII-UK GILTS0-5YR LSD",ETFs,"ETFs Europa Bonds"
IE00B4X9L533,A1C9KK,"HSBC MSCI WORLD UCITS ETF",ETFs,"ETFs Welt"
IE00B4YBJ215,A1JSHV,"SPDR S+P 400 US Mid Cap",ETFs,"ETFs Nordamerika"
IE00B50XJX92,A1C79U,"UBS FDSO-CMCI C.SF LSAA",ETFs,"ETFs DAX"
IE00B51B7Z02,A1JHYS,"HSBC MSCI CANADA UC. ETF",ETFs,"ETFs Nordamerika"
IE00B52MJD48,A0YEDQ,"CS ETF(IE)ON NIKKEI 225",ETFs,"ETFs Asien"
IE00B52MJY50,A0YEDR,"ISHSVII-C.MSCI P.XJPDLACC",ETFs,"ETFs Asien"
IE00B52SF786,A0YEDS,"ISHSVII-MSCI CANADA DLACC",ETFs,"ETFs Nordamerika"
IE00B52SFT06,A0YEDU,"ISHSVII-MSCI USA DL ACC",ETFs,"ETFs Nordamerika"
IE00B52VJ196,A1H7ZS,"ISHSII-MSCI EUR.SRI EOACC",ETFs,"ETFs Europa Gesamt"
IE00B52XQP83,A0YJ8Y,"ISHSIII-MSCI S.AFR.DLACC",ETFs,"ETFs Emerging Markets"
IE00B5377D42,A0YJ80,"ISHSIII-MSCI AUSTR.DLACC",ETFs,"ETFs Asien"
IE00B539F030,A0YEDT,"ISHSVII-MSCI UK LS ACC",ETFs,"ETFs Europa Gesamt"
IE00B53H0131,A1C79N,"UBS FDSO-CMCI C.SF DLAA",ETFs,"ETFs Basic Resources"
IE00B53HP851,A0YEDM,"ISHS7-C.FTSE 100 E.LS ACC",ETFs,"ETFs Europa Gesamt"
IE00B53L3W79,A0YEDJ,"ISHSVII-C.EO STXX50 EOACC",ETFs,"ETFs Europa Gesamt"
IE00B53L4350,A0YEDK,"ISHSVII-DJIA DL ACC",ETFs,"ETFs Nordamerika"
IE00B53L4X51,A0YEDP,"ISHSVII-FTSE MIB EO ACC",ETFs,"ETFs Europa Gesamt"
IE00B53QDK08,A0YEDV,"CS ETF(IE)ON MSCI JAPAN",ETFs,"ETFs Asien"
IE00B53QG562,A0YEDX,"CS ETF(IE)ON MSCI EMU",ETFs,"ETFs Europa Gesamt"
IE00B53SZB19,A0YEDL,"ISHSVII-NASDAQ 100 DL ACC",ETFs,"ETFs Nordamerika"
IE00B579F325,A1AA5X,"INVESC.PHYS.MKT.ETC00 XAU",ETFs,"ETFs DAX"
IE00B57X3V84,A1H7ZT,"ISHSII-DJ GL.SUST.SCR.DLA",ETFs,"ETFs Welt"
IE00B5B5TG76,A0YESX,"INVESCOMI EURO STOXX50 D",ETFs,"ETFs Europa Gesamt"
IE00B5BD5K76,A1CY17,"HSBC MSCI EUROPE UC. ETF",ETFs,"ETFs Europa Gesamt"
IE00B5BMR087,A0YEDG,"CS ETF(IE)ON S+P 500",ETFs,"ETFs Nordamerika"
IE00B5BRQB73,A1H436,"HSBC MSCI TURK. UCITS ETF",ETFs,"ETFs Emerging Markets"
IE00B5KQNG97,A1C19C,"HSBC S+P 500 UCITS ETF",ETFs,"ETFs Nordamerika"
IE00B5L01S80,A1JCM0,"HSBC FTSE E./N.D.U.ETF DL",ETFs,"ETFs Branchen"
IE00B5L8K969,A1C1H5,"CS ETF(IE)ON MSCI EM ASIA",ETFs,"ETFs Asien"
IE00B5LJZQ16,A1JCM1,"HSBC MSCI RU CAP. UC. ETF",ETFs,"ETFs Emerging Markets"
IE00B5M1WJ87,A1JT1B,"SPDR DIV.ARISTOCRATS.",ETFs,"ETFs Europa Gesamt"
IE00B5M4WH52,A1JADV,"ISH3-I.JPM.EMLGB.UETF DLD",ETFs,"ETFs Sonstige Bonds"
IE00B5MJYB88,A0RPSF,"IM-I.STOXX EU.600 O.TEL.A",ETFs,"ETFs Branchen"
IE00B5MJYC95,A0RPSG,"STOXX 600 OPTIM. TRAVEL & LEISURE SOURCE",ETFs,"ETFs Branchen"
IE00B5MJYX09,A0RPR8,"STOXX 600 OPTIM. INDUSTRIAL GOODS & SERV. SOURCE",ETFs,"ETFs Branchen"
IE00B5MJYY16,A0RPR7,"STOXX 600 OPTIM. HEALTH CARE SOURCE",ETFs,"ETFs Branchen"
IE00B5MTWD60,A0RPR1,"STOXX 600 OPTIM. BANKS SOURCE",ETFs,"ETFs Branchen"
IE00B5MTWH09,A0RPSB,"IM-I.STOXX E.600 O.O.G. A",ETFs,"ETFs Basic Resources"
IE00B5MTWY73,A0RPR2,"IM-I.STOXX 600 OPT.RES. A",ETFs,"ETFs Basic Resources"
IE00B5MTWZ80,A0RPSE,"STOXX 600 OPTIM. TECHNO. SOURCE",ETFs,"ETFs Branchen"
IE00B5MTXJ97,A0RPR9,"STOXX 600 OPTIM. INSURANCE SOURCE",ETFs,"ETFs Branchen"
IE00B5MTXK03,A0RPSH,"STOXX 600 OPTIM. UTILITIES SOURCE",ETFs,"ETFs Branchen"
IE00B5MTY077,A0RPR3,"IM-I.STOXX EUROPE600O.C.A",ETFs,"ETFs Branchen"
IE00B5MTY309,A0RPR4,"STOXX 600 OPTIM. CONSTRU. & MATERIALS SOURCE",ETFs,"ETFs Branchen"
IE00B5MTYK77,A0RPR5,"STOXX 600 OPTIM. FINANCIAL SERV. SOURCE",ETFs,"ETFs Branchen"
IE00B5MTYL84,A0RPR6,"STOXX 600 OPTIM. FOOD & BEVERAGE SOURCE",ETFs,"ETFs Branchen"
IE00B5MTZ488,A0RPSA,"STOXX 600 OPTIM. MEDIA SOURCE",ETFs,"ETFs Branchen"
IE00B5MTZ595,A0RPSC,"IM-I.STOXX E.600O.P.H.G.A",ETFs,"ETFs Branchen"
IE00B5MTZM66,A0RPSD,"STOXX 600 OPTIM. RETAIL SOURCE",ETFs,"ETFs Branchen"
IE00B5NLX835,A0RPR0,"IM-I.STOXX E.600O.A.P. A",ETFs,"ETFs Branchen"
IE00B5SG8Z57,A1C22H,"HSBC MSCI PAC.XJP UC. ETF",ETFs,"ETFs Asien"
IE00B5SSQT16,A1JCMZ,"HSBC MSCI EM UC. ETF DL",ETFs,"ETFs Emerging Markets"
IE00B5V94313,A1JXZG,"ISV GER.GOV.BD U.ETF EOD",ETFs,"ETFs Europa Bonds"
IE00B5VX7566,A1CXGS,"HSBC MSCI JAPAN UCITS ETF",ETFs,"ETFs Asien"
IE00B5W34K94,A1C195,"HSBC MSCI BRAZIL UC. ETF",ETFs,"ETFs Emerging Markets"
IE00B5W4TY14,A1C1H3,"CS ETF(IE)ON MSCI KOREA",ETFs,"ETFs Asien"
IE00B5WFQ436,A1CY1Q,"HSBC MSCI USA UCITS ETF",ETFs,"ETFs Nordamerika"
IE00B5WHFQ43,A1C1H0,"ISHSVII-MSCI MX.CPD DLACC",ETFs,"ETFs Emerging Markets"
IE00B5ZR2157,A1H497,"PIMCO EURO SHORT MATURITIY",ETFs,"ETFs Sonstige Bonds"
IE00B60SWW18,A0RGCK,"IM-I.STOXX EUROPE 600 A",ETFs,"ETFs Europa Gesamt"
IE00B60SWX25,A0RGCL,"INVESCOMI EURO STOXX 50 A",ETFs,"ETFs Europa Gesamt"
IE00B60SWY32,A0RGCM,"MSCI EUROPE SOURCE ETF",ETFs,"ETFs Europa Gesamt"
IE00B60SWZ49,A0RGCN,"STOXX SMALL 200 SOURCE ETF",ETFs,"ETFs Europa Gesamt"
IE00B60SX063,A0RGCP,"IM-I.STOXX EUR.MID200 A",ETFs,"ETFs Europa Gesamt"
IE00B60SX170,A0RGCQ,"INVESCOMI MSCI USA ESG A",ETFs,"ETFs Nordamerika"
IE00B60SX287,A0RGCR,"MSCI JAPAN SOURCE ETF",ETFs,"ETFs Asien"
IE00B60SX394,A0RGCS,"MSCI WORLD SOURCE ETF",ETFs,"ETFs Welt"
IE00B60SX402,A0RGCT,"INVESCOMI RUSSELL 2000 A",ETFs,"ETFs Nordamerika"
IE00B652H904,A1JNZ9,"ISHSV-EM DIVID.U.ETF DLD",ETFs,"ETFs Emerging Markets"
IE00B66F4759,A1C3NE,"ISHARES EUR HIGH YIELD CORP.",ETFs,"ETFs Europa Bonds"
IE00B6QGFW01,A1JTNB,"ISHSIII-EM.ASIA L.G.B.DLD",ETFs,"ETFs Sonstige Bonds"
IE00B6R51Z18,A1JKQL,"ISHSV-O+G.EX.+PROD.DL A",ETFs,"ETFs Basic Resources"
IE00B6R52036,A1JKQJ,"ISV-GOLD.PROD.U.ETF DLA",ETFs,"ETFs Basic Resources"
IE00B6R52143,A1JKQK,"ISV-AGRIBUSIN.U.ETF DLA",ETFs,"ETFs Basic Resources"
IE00B6R52259,A1JMDF,"ISHSV-MSCI ACWI DL A",ETFs,"ETFs Welt"
IE00B6S2Z822,A1JT1C,"SPDR S+P UK DIV.ARIST.ETF",ETFs,"ETFs Europa Gesamt"
IE00B6SPMN59,A1J784,"ISHSVI-E.S+P500MIN.V.DL A",ETFs,"ETFs Nordamerika"
IE00B6TLBW47,A1JWS3,"ISV-I.JPM.DLEMCB.UETF DLD",ETFs,"ETFs Sonstige Bonds"
IE00B6TQLL84,A1JTNA,"ISHSIII-EM BOND EO DIS",ETFs,"ETFs Sonstige Bonds"
IE00B6X2VY59,A1J5ST,"ISV-E.C.B.I.R.H.U.ETF EOD",ETFs,"ETFs Europa Bonds"
IE00B6X4BP29,A1VBKD,"WITR MU.AS.I.GOLD ETP2062",ETFs,"ETFs DAX"
IE00B6YX5B26,A1JKSZ,"SPDR S+P EM.MA.DIV.AR.ETF",ETFs,"ETFs Emerging Markets"
IE00B6YX5C33,A1JULM,"SPDR S+P 500 UCITS ETF",ETFs,"ETFs Nordamerika"
IE00B6YX5D40,A1JKS0,"SPDR S+P US D.ARIST.ETF D",ETFs,"ETFs Nordamerika"
IE00B6YX5F63,A1JKSV,"SPDR Barlys 1-3 Yr. Euro Gov. Bd",ETFs,"ETFs Europa Bonds"
IE00B6YX5H87,A3C6TS,"SSEEI-BS0-3YECE EOA",ETFs,"ETFs Europa Bonds"
IE00B6YX5J02,A3C2C7,"SPDR BL.BA.C.T. DLA",ETFs,"ETFs Sonstige Bonds"
IE00B6YX5K17,A1JKSX,"SPDR B.B.1-5Y.GILT UETF",ETFs,"ETFs Europa Bonds"
IE00B6YX5L24,A1JKSY,"SPDR BL.BA.15+Y.GILT UETF",ETFs,"ETFs Europa Bonds"
IE00B6YX5M31,A1JKSU,"SPDR Barlys Euro Hi Yld Bd.",ETFs,"ETFs Europa Bonds"
IE00B7452L46,A1JT1A,"SPDR FTSE UK ALL SHAREA",ETFs,"ETFs Europa Gesamt"
IE00B74DQ490,A1J7MG,"I-SHAR GLOBAL HIGH YIELD CORP B",ETFs,"ETFs Sonstige Bonds"
IE00B76BRD76,A1VBKC,"WITR MU.AS.I.GAS ETP 2062",ETFs,"ETFs DAX"
IE00B77D4428,A1JVB6,"UBS I.-MSCI USA U.E. ADDL",ETFs,"ETFs Nordamerika"
IE00B78JSG98,A1JVB8,"UBS(I)-MSCI US.V.U.E.ADDL",ETFs,"ETFs Nordamerika"
IE00B7J7TB45,A1J0YD,"I-SHAR GLOBAL CORP. BOND",ETFs,"ETFs Sonstige Bonds"
IE00B7K93397,A1JVB5,"UBS S&P 500",ETFs,"ETFs Nordamerika"
IE00B7KMNP07,A1JVYP,UBS(I)-S.G.P.G.M.U.E.ADDL,ETFs,"ETFs Basic Resources"
IE00B7KQ7B66,A1JVCA,"UBS MSCI World (USD)",ETFs,"ETFs Welt"
IE00B7LGZ558,A1JXZF,"ISV FRAN.GOV.BD U.ETF EOD",ETFs,"ETFs Europa Bonds"
IE00B7LW6Y90,A1JXZH,"ISHSV-ITAL.GOVT BD EO D",ETFs,"ETFs Europa Bonds"
IE00B7MXFZ59,A1JLNG,"SPDR Barc EM Infla. Link Loc.Bd.",ETFs,"ETFs Sonstige Bonds"
IE00B7SD4R47,A1VBKT,"WITR MU.AS.I.ESTX ETP2062",ETFs,"ETFs Europa Gesamt"
IE00B7VB3908,A1VBKK,"WITR MU.AS.I.FTSE ETP2062",ETFs,"ETFs Europa Gesamt"
IE00B7WK2W23,A1JZY0,"UBS ETFS-MSCI AC AXJ.AADL",ETFs,"ETFs Asien"
IE00B7XD2195,A1VBKL,"WITR MU.AS.I.SILV.ETP2062",ETFs,"ETFs DAX"
IE00B7Y34M31,A1VBKR,"WITR MU.AS.I.RUSS.ETP2062",ETFs,"ETFs Nordamerika"
IE00B802KR88,A1J3PA,"SPDR S&P 500 LW VOL.",ETFs,"ETFs Nordamerika"
IE00B810Q511,A1JX54,"VANGUARD FTSE 100UETF LSD",ETFs,"ETFs Europa Gesamt"
IE00B86MWN23,A1J783,"ISHARES EDGE MSCI EUROPE MIN VOL.",ETFs,"ETFs Europa Gesamt"
IE00B873CW36,A108U8,"WITR MU.AS.I.MIB ETP 2062",ETFs,"ETFs Europa Gesamt"
IE00B878KX55,A1VBKS,"WITR MU.AS.I.LEVD.ETP2062",ETFs,"ETFs DAX"
IE00B87G8S03,A1J40N,"ISHSVI-G.AAA-AA G.B.DL D",ETFs,"ETFs Sonstige Bonds"
IE00B87RLX93,A1T94L,"ISHSVI-EO C.BD FINLS EOD",ETFs,"ETFs Europa Bonds"
IE00B88D2999,A1VBKV,"WITR MU.AS.I.FTSE ETP2062",ETFs,"ETFs Europa Gesamt"
IE00B8CJW150,A1T96S,"IM-I.MO.US EN.IN.MLP D",ETFs,"ETFs Basic Resources"
IE00B8FHGS14,A1J781,"ISHS VI-E.MSCI WL.M.V.DLA",ETFs,"ETFs Welt"
IE00B8GF1M35,A1J3PB,"SPDR DW JNES GL.RL.EST.DL",ETFs,"ETFs Branchen"
IE00B8GKDB10,A1T8FV,"VA.FTSE A.W.H.D.Y.UETFDLD",ETFs,"ETFs Welt"
IE00B8GKPP93,A1VBKG,"WITR MU.AS.I.LEVD.ETP2062",ETFs,"ETFs DAX"
IE00B8HGT870,A1VBKP,"WITR MU.AS.I.GOLD ETP2062",ETFs,"ETFs DAX"
IE00B8J37J31,A1J78Y,"ISHSVI-MSCI JP SF H.ACC",ETFs,"ETFs Asien"
IE00B8JDT196,A2P5DB,"I6-I.JPMESGDLEIG DLD",ETFs,"ETFs Sonstige Bonds"
IE00B8JF9153,A1VBKH,"WITR MU.AS.I.ESTX ETP2062",ETFs,"ETFs Europa Gesamt"
IE00B8JG1787,A1VBAP,"WITR MU.AS.I.SILV.ETP2062",ETFs,"ETFs DAX"
IE00B8JVMZ80,A1VBKQ,"WITR MU.AS.I.COPP.ETP2062",ETFs,"ETFs DAX"
IE00B8K7KM88,A1VBKF,"WITR MU.AS.I.RUSS.ETP2062",ETFs,"ETFs Nordamerika"
IE00B8KD3F05,A1VBKE,"WITR MU.AS.I.COPP.ETP2062",ETFs,"ETFs DAX"
IE00B8KGV557,A1J782,"ISHSVI-E.MSCI EM MIN.VDLA",ETFs,"ETFs Emerging Markets"
IE00B8KMSQ34,A1J7W9,"X(IE)-S+P 500 3CSFH",ETFs,"ETFs Nordamerika"
IE00B8NB3063,A1ZBAD,"WITR MU.AS.I.MIB ETP 2062",ETFs,"ETFs Europa Gesamt"
IE00B8X9NW27,A1T860,"FIR.T.G.US L.C.C.A.D.U.E.",ETFs,"ETFs Nordamerika"
IE00B8X9NX34,A1T861,"FIRST T.G.E.M.A.D.U.E.ADL",ETFs,"ETFs Emerging Markets"
IE00B8X9NY41,A12FF3,"FIRST T.G.-EUROZ.A.D.AAEO",ETFs,"ETFs Europa Gesamt"
IE00B8X9NZ57,A1T862,"FIRST T.G.U.K.A.D.U.E.ALS",ETFs,"ETFs Europa Gesamt"
IE00B910VR50,A1KBQ3,"SPDR MSCI EMU",ETFs,"ETFs Europa Gesamt"
IE00B945VV12,A1T8FS,"VANG.FTSE DEV.EU.UETF EOD",ETFs,"ETFs Europa Gesamt"
IE00B94QKC83,A2BAGG,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Europa Gesamt"
IE00B94QKF15,A2BAGE,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Europa Gesamt"
IE00B94QKG22,A2BAGH,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Europa Gesamt"
IE00B94QKJ52,A2BJ9Q,"WITR MU.AS.I.FTSE ETP2062",ETFs,"ETFs Europa Gesamt"
IE00B94QLN63,A1ZHVL,"WITR MU.AS.I.PALL.ETP2062",ETFs,"ETFs DAX"
IE00B94QLR02,A1ZHVK,"WITR MU.AS.I.PALL.ETP2062",ETFs,"ETFs DAX"
IE00B94ZB998,A1T79J,"IM-I.MO.US EN.IN.MLP A",ETFs,"ETFs Basic Resources"
IE00B95PGT31,A1T8FU,"VANGUARD FTSE JP.UETF DLD",ETFs,"ETFs Asien"
IE00B979GK47,A2PFYX,"SPDR S+P US DIV.ARIST.EOH",ETFs,"ETFs Nordamerika"
IE00B988C465,A1W2EP,"ISHSVI-GL.H.Y.C.BD SF HD",ETFs,"ETFs Sonstige Bonds"
IE00B99FL386,A1W3VZ,"SPDR Barlys 0-5 Yr. US Hi Yld Bd",ETFs,"ETFs Sonstige Bonds"
IE00B9CQXS71,A1T8GD,"SPDR S+P GL.DIV.ARIST.ETF",ETFs,"ETFs Welt"
IE00B9F5YL18,A1T8FT,"VANG.FTSE D.A.P.X.J.DLD",ETFs,"ETFs Asien"
IE00B9KNR336,A1T8GC,"PAN ASIA DIVIDEND ARISTOCRATS",ETFs,"ETFs Asien"
IE00B9M04V95,A1W2EQ,"ISHSVI-JPM DL BD SFH DIS",ETFs,"ETFs Sonstige Bonds"
IE00B9M6RS56,A1W0MQ,"ISHSVI-JPM DL BD EOH DIS",ETFs,"ETFs Sonstige Bonds"
IE00B9M6SJ31,A1W02Q,"ISHSVI-G.C.BD EO H DIST",ETFs,"ETFs Europa Bonds"
IE00B9MRHC27,A1T791,"X(IE) - MSCI NORDIC 1D",ETFs,"ETFs Europa Gesamt"
IE00B9MRJJ36,A1T795,DB-XTR.MITT.+MIDC.GERM.1D,ETFs,"ETFs Deutschland"
IE00BBGBF313,A2BAGF,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Europa Gesamt"
IE00BBQ2W338,A1W2EL,"HSBC MSCI AC FE XJ UC.ETF",ETFs,"ETFs Asien"
IE00BC7GZJ81,A1W3V0,"SPDR Barlys 1-3 Yr. U.S.Tr.Bd.",ETFs,"ETFs Sonstige Bonds"
IE00BC7GZW19,A1W3V1,"SPDR Barlys 0-3 Yr. Euro Corp Bd",ETFs,"ETFs Europa Bonds"
IE00BC7GZX26,A1W3V2,"SPDR Barlys 0-3 Yr. US Corp Bd",ETFs,"ETFs Sonstige Bonds"
IE00BCBJF711,A1W8WE,"SPDR B.B.0-5Y.LS C.B.UE",ETFs,"ETFs Europa Bonds"
IE00BCBJG560,A1W56P,"SPDR MSCI WRLD S.CAP UE",ETFs,"ETFs Welt"
IE00BCHWNQ94,A1W3F6,"X(IE)-MSCI WO.ESG SCRE.1D",ETFs,"ETFs Welt"
IE00BCHWNS19,A1W3F8,"X(IE)-MSCI USA ENERGY 1D",ETFs,"ETFs Basic Resources"
IE00BCHWNT26,A1W3F9,"X(IE)-MSCI USA FINANC. 1D",ETFs,"ETFs Branchen"
IE00BCHWNV48,A1W3GA,"XTR.MSCI USA IND.UC.ETF1D",ETFs,"ETFs Nordamerika"
IE00BCHWNW54,A1W3GB,"X(IE)-MSCI USA HEALTHC.1D",ETFs,"ETFs Branchen"
IE00BCLWRB83,A1W37Y,"IS DL C.B.I.R.H.U.ETF DLD",ETFs,"ETFs Sonstige Bonds"
IE00BCLWRD08,A1W370,"ISIV-MSCI EMUMC.U.ETF EOA",ETFs,"ETFs Europa Gesamt"
IE00BCLWRF22,A1W37Z,"ISHARES MSCI EMU LARGE",ETFs,"ETFs Europa Gesamt"
IE00BCLWRG39,A1W2ES,"ISHARES MSCI JAPAN USD",ETFs,"ETFs Asien"
IE00BCRY5Y77,A1W372,"ISH USD SHORT BOND",ETFs,"ETFs Sonstige Bonds"
IE00BCRY6003,A1W373,"ISH USD SHRT DURA. HIGH YIELD",ETFs,"ETFs Sonstige Bonds"
IE00BCRY6227,A1W374,"ISH USD ULTRA SHRT BOND",ETFs,"ETFs Sonstige Bonds"
IE00BCRY6557,A1W375,"ISIV-EO ULTR.BD U.ETF EOD",ETFs,"ETFs Europa Bonds"
IE00BD0B9B76,A2DVK8,ISHSVI-INC.A.DIV.U.E.DLA,ETFs,"ETFs Branchen"
IE00BD0Q9673,A2AN8T,"POWERSHS US H.Y.FALL.ANG.U.ETF",ETFs,"ETFs Sonstige Bonds"
IE00BD1F4K20,A2AP33,"ISHSIV-E.MSCI USA SIZE.F.",ETFs,"ETFs Nordamerika"
IE00BD1F4L37,A2AP34,"ISHSIV-E.MSCI USA QUAL.F.",ETFs,"ETFs Nordamerika"
IE00BD1F4M44,A2AP35,"ISHSIV-E.MSCI USA VAL.FA.",ETFs,"ETFs Nordamerika"
IE00BD1F4N50,A2AP36,"ISHSIV-E.MSCI USA M.F.DLA",ETFs,"ETFs Nordamerika"
IE00BD34DK07,A2AMYQ,"UBS(IRL)ETF - S&P 500 U.ETF",ETFs,"ETFs Nordamerika"
IE00BD3RYZ16,A2ARPW,"ISHSIV-IS.OMX STOC.CAP.SK",ETFs,"ETFs Europa Gesamt"
IE00BD3V0B10,A2JHXR,"ISHSV-S+P U.S BANKS  DLA",ETFs,"ETFs Branchen"
IE00BD45KH83,A2JDYF,"ISHS-CORE MSCI EM IMI DLD",ETFs,"ETFs Emerging Markets"
IE00BD45YS76,A2DRG6,"ISHSIII-CORE MSCI WLD LHD",ETFs,"ETFs Welt"
IE00BD49R912,A2JKH6,"WISDOMTREE EO AG.BD E.Y.E",ETFs,"ETFs Europa Bonds"
IE00BD49RB39,A2JKH7,"WISDOMTREE EO A.BD E.Y.EA",ETFs,"ETFs Europa Bonds"
IE00BD49RJ15,A2JKH8,"WISDOMTREE EO GOV.BD EO",ETFs,"ETFs Europa Bonds"
IE00BD49RK20,A2JKH9,"WISDOMTREE EO GOV.BD EOAC",ETFs,"ETFs Europa Bonds"
IE00BD4DX952,A144GB,"DB X-TRACKERS IBOXX USD EMERGING SOVEREIGNS QUALIT",ETFs,"ETFs Sonstige Bonds"
IE00BD4DXB77,A144GC,"X(IE)-DL EM BD Q.WE.2DEOH",ETFs,"ETFs Sonstige Bonds"
IE00BD4TXS21,A2ARF7,"UBS I.-MSCI USA U.E.AADL",ETFs,"ETFs Nordamerika"
IE00BD4TXV59,A2PK5J,"UIE-MSCI W.ETF ADLA",ETFs,"ETFs Welt"
IE00BD4TYG73,A1W5DE,"UBS I.ETF-M.U.H.T.EO EOAA",ETFs,"ETFs Nordamerika"
IE00BD5FCF91,A2JHMP,"SPDR FTSE UK ALL SH.LSUA",ETFs,"ETFs Europa Gesamt"
IE00BD5HBQ97,A2AT6S,"FTGF.-FT.FAC.FX UETF ADL",ETFs,"ETFs Sonstige Bonds"
IE00BD5HBS12,A2AT6U,"FTGF.-FT.FAC.FX UETF CEOH",ETFs,"ETFs Sonstige Bonds"
IE00BD5KGK77,A2JQDG,"INVESCOMI GS EFI EM A",ETFs,"ETFs Emerging Markets"
IE00BD6GCF16,A2DLWP,"FIRST TR.US EQI.INC.U.BDL",ETFs,"ETFs Nordamerika"
IE00BD6RZT93,A2ARXC,"WISDOMTREE US EQ.INC.DLAC",ETFs,"ETFs Nordamerika"
